Cluster,Stylisation,Indicator,Dimension,Lag,Year,FE,N_author,Impact,SE,L.bound,U.bound,n.obs,p,BIC
MGMT,Scopus,k,Variety,y_3,2013,0,0,0.283798056715201,0.0273065609595172,0.216895617724667,0.354378655342179,1622,5.75567538217454e-20,13386.1547928424
MGMT,Scopus,k,Variety,y_3,2018,0,0,0.234236996227384,0.0258584875095404,0.173242470606387,0.298402505041486,1548,3.99737327649325e-16,13209.8565242181
,Scopus,k,Variety,y_3,2013,0,0,0.0705338491520628,0.0180131504495023,0.0333979182110857,0.109004287684501,2814,0.000154476433506194,23655.3331923279
,Scopus,k,Variety,y_3,2018,0,0,0.076993511888803,0.0155481744502358,0.0446683973654851,0.110318860583635,2999,1.83721795455311e-06,26364.6672358131
MKTG,Scopus,k,Variety,y_3,2013,0,1,0.282396026474671,0.0401553412827625,0.185337093355036,0.387402434241924,624,5.85817214384479e-10,5030.29722323035
MKTG,Scopus,k,Variety,y_3,2018,0,1,0.289339010213251,0.034612358577926,0.204772455664707,0.37984154222757,698,2.10164065737166e-13,6081.22668439087
FINAC,Scopus,k,Variety,y_3,2013,0,1,0.00962212022374009,0.06530825195281,-0.111682184130457,0.147491142736214,568,0.883424393697669,5080.05712625518
FINAC,Scopus,k,Variety,y_3,2018,0,1,0.0539323890263932,0.0453111123633237,-0.0356296207328879,0.151812109246895,753,0.246341759384007,6888.6238884569
MGMT,Scopus,k,Variety,y_3,2013,0,1,0.270048702314166,0.0274597555639326,0.203501369395459,0.34027575478385,1622,3.15736839399611e-18,13386.0962834444
MGMT,Scopus,k,Variety,y_3,2018,0,1,0.218735088831579,0.0261745400383802,0.157789232510442,0.282889126139737,1548,4.10959751484984e-14,13210.4740170616
,Scopus,k,Variety,y_3,2013,0,1,0.0605708281994193,0.0180478162704152,0.0237109490538865,0.0987578892920427,2814,0.00112036322332771,23644.0813998679
,Scopus,k,Variety,y_3,2018,0,1,0.0608400632658188,0.0155568555051787,0.0289822739935457,0.0936841851144321,2999,0.000146772197288723,26315.0926390384
MKTG,Scopus,k,Variety,y_5,2013,0,0,0.34133471764524,0.0409534815901038,0.237877014461257,0.453439076533354,624,7.46146434753042e-13,5833.35333132118
MKTG,Scopus,k,Variety,y_5,2018,0,0,0.380527054438779,0.035111308436494,0.288718675284255,0.478875866850485,698,4.15028795279083e-20,6947.46631221833
FINAC,Scopus,k,Variety,y_5,2013,0,0,0.0837383070372606,0.0640674184036405,-0.0441491310807126,0.228736360796427,568,0.209411625750401,5759.85438965328
FINAC,Scopus,k,Variety,y_5,2018,0,0,0.0582813780635205,0.0478745141621541,-0.0365031617484557,0.162390399939882,753,0.236720576283113,7790.53375419581
MGMT,Scopus,k,Variety,y_5,2013,0,0,0.309390612518361,0.0278239720036506,0.239896445783787,0.382779813573385,1622,3.38721433902333e-22,15597.1839010472
MGMT,Scopus,k,Variety,y_5,2018,0,0,0.267928001750905,0.0268604187860859,0.202903984012731,0.336466949141827,1548,9.77173505292889e-19,15360.0572732685
,Scopus,k,Variety,y_5,2013,0,0,0.109913517143,0.0182592856521386,0.0708947966367759,0.150353909091391,2814,1.12194316685306e-08,27330.7657910847
,Scopus,k,Variety,y_5,2018,0,0,0.118810296160276,0.0160145502499434,0.0842385500681298,0.154484387882713,2999,2.37904948791594e-12,30207.9693043897
MKTG,Scopus,k,Variety,y_5,2013,0,1,0.329279468426003,0.0415468278749343,0.225325785593904,0.4420523308603,624,7.33389149774758e-12,5838.51830235955
MKTG,Scopus,k,Variety,y_5,2018,0,1,0.336555453600132,0.035864326628373,0.245831226410943,0.433886422717589,698,6.03053344528941e-16,6942.19085069523
FINAC,Scopus,k,Variety,y_5,2013,0,1,0.0607190959319532,0.0646540295892283,-0.0655269569974117,0.204020821038905,568,0.36191044300491,5759.40421936244
FINAC,Scopus,k,Variety,y_5,2018,0,1,0.0794203949195063,0.04646667708686,-0.0145420163663506,0.182342026061798,753,0.100029553092375,7751.34402788427
MGMT,Scopus,k,Variety,y_5,2013,0,1,0.294280479603028,0.0279557302565989,0.225271806290051,0.367175798285604,1622,2.77630555893585e-20,15595.6909871169
MGMT,Scopus,k,Variety,y_5,2018,0,1,0.246112681534947,0.0270817993707776,0.181694587624252,0.314042419542642,1548,4.48831435724013e-16,15355.1509962361
,Scopus,k,Variety,y_5,2013,0,1,0.0989033799312669,0.0182921629138298,0.0602033980784678,0.139016004488401,2814,2.52401412046869e-07,27316.8789379118
,Scopus,k,Variety,y_5,2018,0,1,0.101010141404851,0.0159800810971656,0.0670605145331373,0.136039910545003,2999,1.72540228511379e-09,30143.9426926516
MKTG,Scopus,RR,Balance,y_3,2013,0,0,0.016142194483052,0.0396058805652834,-0.0597531247172242,0.0981636701513082,624,0.68598029892432,5067.43761130648
MKTG,Scopus,RR,Balance,y_3,2018,0,0,-0.0487122217346437,0.0400110196068614,-0.120462267642466,0.0288909773676131,698,0.211986177380331,6150.62917410286
FINAC,Scopus,RR,Balance,y_3,2013,0,0,-0.132862082132613,0.0617158586509249,-0.231656284911659,-0.0213648477401378,568,0.020893890149439,5073.17478354573
FINAC,Scopus,RR,Balance,y_3,2018,0,0,-0.0460602650424324,0.0421840487162863,-0.121758790187278,0.0361629672615389,753,0.263637730099883,6921.66377703904
MGMT,Scopus,RR,Balance,y_3,2013,0,0,-0.0417009217310552,0.0252367794124937,-0.0879482418921576,0.00689145681414649,1622,0.0914441250909889,13466.6097804806
MGMT,Scopus,RR,Balance,y_3,2018,0,0,-0.0350157571940285,0.0245599839906535,-0.0803666220197222,0.012571543356688,1548,0.146700855148582,13273.7988611204
,Scopus,RR,Balance,y_3,2013,0,0,-0.0928269548437191,0.0190472618025684,-0.126069132754472,-0.0583203263526436,2814,3.14150092756318e-07,23643.3167149282
,Scopus,RR,Balance,y_3,2018,0,0,-0.0792635311602706,0.0171683480572681,-0.109730242114967,-0.0477541918694141,2999,1.50857065384043e-06,26364.1840080488
MKTG,Scopus,RR,Balance,y_3,2013,0,1,0.0022506166458931,0.0397468107186742,-0.0728632725192865,0.0834500120565753,624,0.954895534787989,5068.19622623451
MKTG,Scopus,RR,Balance,y_3,2018,0,1,-0.083769566930018,0.0400919320915475,-0.153009774406728,-0.00886907414356941,698,0.0290970437078057,6129.64248840881
FINAC,Scopus,RR,Balance,y_3,2013,0,1,-0.146334381612873,0.0615706969587996,-0.243378429921933,-0.0368434937149817,568,0.0101798598430555,5073.55639058562
FINAC,Scopus,RR,Balance,y_3,2018,0,1,-0.0370486925399188,0.0406897683225581,-0.110862077692845,0.0428924436525719,753,0.353505397608755,6889.12769975352
MGMT,Scopus,RR,Balance,y_3,2013,0,1,-0.0504428737808478,0.0252544952264204,-0.0962996882497425,-0.00225912923801985,1622,0.0404113214479701,13457.6369701056
MGMT,Scopus,RR,Balance,y_3,2018,0,1,-0.0388670333662735,0.0244859930934239,-0.083904059622829,0.00838409912592208,1548,0.105449952140516,13265.1133260073
,Scopus,RR,Balance,y_3,2013,0,1,-0.10222498349295,0.0190526630586955,-0.135131938624067,-0.0680659672159072,2814,1.51479161286733e-08,23622.4308507469
,Scopus,RR,Balance,y_3,2018,0,1,-0.0873085453196844,0.0170335356805704,-0.117275841664198,-0.0563238996234859,2999,8.16768608760975e-08,26300.5035839402
MKTG,Scopus,RR,Balance,y_5,2013,0,0,0.0317412574899512,0.040613444871517,-0.0472025841403759,0.117225975520254,624,0.441656887313844,5882.49964516702
MKTG,Scopus,RR,Balance,y_5,2018,0,0,-0.00765918222115747,0.0416501198168184,-0.0854484098027433,0.0767465818058295,698,0.853541801434595,7028.97743989075
FINAC,Scopus,RR,Balance,y_5,2013,0,0,-0.07115744335513,0.0612653307634734,-0.176254678331185,0.0473485825530968,568,0.228258081978771,5760.01104530141
FINAC,Scopus,RR,Balance,y_5,2018,0,0,-0.0304691227885792,0.044137427395209,-0.110815674133331,0.0571375298930954,753,0.483265976648241,7791.46392003351
MGMT,Scopus,RR,Balance,y_5,2013,0,0,-0.0391836326700333,0.02584681421648,-0.0866451391157931,0.0107441600906866,1622,0.121985026517844,15688.087576303
MGMT,Scopus,RR,Balance,y_5,2018,0,0,-0.0179642570880793,0.0255021821391729,-0.0658431598077033,0.0323686118468576,1548,0.477193060979972,15437.4193052158
,Scopus,RR,Balance,y_5,2013,0,0,-0.0701812160944224,0.019327787715811,-0.104745582429429,-0.0342823738867554,2814,0.000166671651540227,27349.1499305354
,Scopus,RR,Balance,y_5,2018,0,0,-0.0457323645935858,0.0177039769642903,-0.0782767506263713,-0.0120388949687668,2999,0.00819081646691785,30250.2956397246
MKTG,Scopus,RR,Balance,y_5,2013,0,1,0.0194554386810202,0.0407813712716799,-0.0588581603348198,0.104285611004233,624,0.636580385569036,5884.36599320318
MKTG,Scopus,RR,Balance,y_5,2018,0,1,-0.0466460322428126,0.0418170045783231,-0.121666434619855,0.0347820277652777,698,0.25331488124221,7005.22417396544
FINAC,Scopus,RR,Balance,y_5,2013,0,1,-0.087704731180772,0.0609611943013794,-0.190447235926315,0.0280770994121309,568,0.132134466571724,5757.99230023616
FINAC,Scopus,RR,Balance,y_5,2018,0,1,-0.0148730857022971,0.0423859241514945,-0.0934052069699397,0.0704617374098855,753,0.723689314671255,7753.9815367034
MGMT,Scopus,RR,Balance,y_5,2013,0,1,-0.0483012414325318,0.0258484354008507,-0.0953152393924759,0.00115594569166144,1622,0.0554581214750174,15677.0053728176
MGMT,Scopus,RR,Balance,y_5,2018,0,1,-0.0218607447179263,0.0253915039177655,-0.0693478150395651,0.0280493810525406,1548,0.384028787324325,15420.6346717443
,Scopus,RR,Balance,y_5,2013,0,1,-0.079798701435928,0.0193133009959522,-0.113980397993098,-0.0442983112777586,2814,1.66242544887566e-05,27324.8500911056
,Scopus,RR,Balance,y_5,2018,0,1,-0.0538755447555639,0.0175463879257338,-0.0858599096193514,-0.020772095840541,2999,0.0015980019588633,30170.3428124404
MKTG,Scopus,GINI,Balance,y_3,2013,0,0,-0.19762468999904,0.0357865227897827,-0.251975171813596,-0.139325174994455,624,7.6240979392073e-10,5032.83615295946
MKTG,Scopus,GINI,Balance,y_3,2018,0,0,-0.264711429269236,0.0390784880085628,-0.318926243581543,-0.20618100880823,698,3.58686632454492e-15,6096.79562100547
FINAC,Scopus,GINI,Balance,y_3,2013,0,0,-0.111707257074243,0.030194561768775,-0.162751348933159,-0.0575511872976776,568,8.7445225847986e-05,5064.24382022247
FINAC,Scopus,GINI,Balance,y_3,2018,0,0,-0.0653963318553793,0.0272135470259546,-0.113939721225906,-0.014193461286983,753,0.012945705941379,6917.01067763658
MGMT,Scopus,GINI,Balance,y_3,2013,0,0,-0.263378544446154,0.0253748600756685,-0.299117454967062,-0.225817260498666,1622,2.02081583573683e-33,13343.2996033945
MGMT,Scopus,GINI,Balance,y_3,2018,0,0,-0.223524217553977,0.0259933437166024,-0.262091792718384,-0.182940866119047,1548,2.18344778755212e-22,13191.4582669526
,Scopus,GINI,Balance,y_3,2013,0,0,-0.155142515013473,0.0161597411430582,-0.181481952808099,-0.127955489330325,2814,1.76096101250004e-25,23571.6175265382
,Scopus,GINI,Balance,y_3,2018,0,0,-0.135367327600462,0.0161913449860029,-0.162375166497018,-0.10748866523654,2999,2.62940638150197e-19,26313.7169144736
MKTG,Scopus,GINI,Balance,y_3,2013,0,1,-0.194526937079709,0.0353771060209305,-0.248484445482305,-0.136695373515495,624,9.66508842274877e-10,5033.71118349628
MKTG,Scopus,GINI,Balance,y_3,2018,0,1,-0.258860112082509,0.0386576172908086,-0.312939843472483,-0.200523668497211,698,9.24679817583913e-15,6080.46844132868
FINAC,Scopus,GINI,Balance,y_3,2013,0,1,-0.109643461365812,0.0300889193151763,-0.160632367797179,-0.0555571415016157,568,0.000113540370593598,5066.27584136219
FINAC,Scopus,GINI,Balance,y_3,2018,0,1,-0.0653663612071424,0.0266323977961183,-0.112901449248547,-0.0152841101778264,753,0.0111396738439963,6883.82360042046
MGMT,Scopus,GINI,Balance,y_3,2013,0,1,-0.259528014141011,0.0253708613744369,-0.295448220364414,-0.221776485859493,1622,2.33892421246284e-32,13339.4143829784
MGMT,Scopus,GINI,Balance,y_3,2018,0,1,-0.215917970577445,0.0261535880798783,-0.255097338946254,-0.174677899534265,1548,1.39777268911398e-20,13190.0295000867
,Scopus,GINI,Balance,y_3,2013,0,1,-0.152218103900099,0.0161095701937126,-0.178567943576725,-0.12502301592137,2814,1.17678119002564e-24,23559.7564707275
,Scopus,GINI,Balance,y_3,2018,0,1,-0.129259969214148,0.0161316978171757,-0.15635995770411,-0.101289456164733,2999,9.47785220489601e-18,26261.8600576429
MKTG,Scopus,GINI,Balance,y_5,2013,0,0,-0.2125564802208,0.0365118960506882,-0.266938466421991,-0.154140179998586,624,5.95687870653118e-11,5844.27235364604
MKTG,Scopus,GINI,Balance,y_5,2018,0,0,-0.259850542979444,0.04054712498452,-0.316394340545012,-0.198629778512104,698,1.16175912182897e-13,6979.82870942046
FINAC,Scopus,GINI,Balance,y_5,2013,0,0,-0.113822087673587,0.0301246389860037,-0.164630178360184,-0.0599237942859289,568,6.03973775708381e-05,5746.67222837874
FINAC,Scopus,GINI,Balance,y_5,2018,0,0,-0.0687638179455717,0.0276205194390364,-0.117836239576705,-0.0169616281321813,753,0.00989930715274985,7785.62832759854
MGMT,Scopus,GINI,Balance,y_5,2013,0,0,-0.276421178512136,0.0252738265526533,-0.311390948889302,-0.239675531331928,1622,1.60576837212487e-37,15552.2935148702
MGMT,Scopus,GINI,Balance,y_5,2018,0,0,-0.237900095601755,0.0268740250260977,-0.277002666493291,-0.196682702179808,1548,5.02411488878124e-24,15348.3563556801
,Scopus,GINI,Balance,y_5,2013,0,0,-0.169854771448912,0.0161184218328078,-0.195670401655806,-0.143210567030213,2814,7.45246437470524e-31,27245.6964968833
,Scopus,GINI,Balance,y_5,2018,0,0,-0.147908813794649,0.0165046535134678,-0.175031651040342,-0.119894247428457,2999,3.07538965258309e-22,30172.6185648874
MKTG,Scopus,GINI,Balance,y_5,2013,0,1,-0.210014319593942,0.0361066217212484,-0.263987471463954,-0.152083217268143,624,6.62062540670936e-11,5845.87134683643
MKTG,Scopus,GINI,Balance,y_5,2018,0,1,-0.254565854795947,0.040009057969716,-0.31078692123073,-0.193758676448274,698,2.08781579205271e-13,6958.15568356658
FINAC,Scopus,GINI,Balance,y_5,2013,0,1,-0.110423369816271,0.0300050006380708,-0.161229664904444,-0.0565396177502096,568,9.63235533242335e-05,5746.20431209647
FINAC,Scopus,GINI,Balance,y_5,2018,0,1,-0.0700210630470004,0.0269522386353318,-0.117872573178858,-0.0195738201986686,753,0.00707259261769511,7747.20401281001
MGMT,Scopus,GINI,Balance,y_5,2013,0,1,-0.272587929369882,0.025255305983573,-0.307717827328084,-0.235675362755357,1622,2.06397041401728e-36,15546.2568640129
MGMT,Scopus,GINI,Balance,y_5,2018,0,1,-0.227660875172387,0.0269908140852507,-0.267456510167728,-0.185703330902492,1548,1.05783162634206e-21,15340.3533680151
,Scopus,GINI,Balance,y_5,2013,0,1,-0.166666918465888,0.0160636385699634,-0.192494983895791,-0.140012741803797,2814,7.41858747895966e-30,27229.4519990329
,Scopus,GINI,Balance,y_5,2018,0,1,-0.141357007260081,0.0164169759553487,-0.168545525566618,-0.113279425811262,2999,1.64465279119866e-20,30102.2927151598
MKTG,Scopus,LC,Integration,y_3,2013,0,0,0.0253931315918274,0.0357063395378434,-0.0439136611852731,0.0997239805969487,624,0.482500478260142,5067.10319627887
MKTG,Scopus,LC,Integration,y_3,2018,0,0,0.0749042996772171,0.0317921312159597,0.00996957020123279,0.144013926314983,698,0.0230866776320676,6146.92453842435
FINAC,Scopus,LC,Integration,y_3,2013,0,0,-0.1222927281689,0.0713076883147371,-0.236775185208946,0.00936190765245803,568,0.0673567992060255,5075.26154688526
FINAC,Scopus,LC,Integration,y_3,2018,0,0,-0.0257999012625111,0.0507138587261614,-0.11797589452443,0.0760089508760253,753,0.60626480566486,6922.64867652666
MGMT,Scopus,LC,Integration,y_3,2013,0,0,-0.0619643688857264,0.0267473818887544,-0.10987310664663,-0.0114770693815688,1622,0.0167780081368971,13463.8679964472
MGMT,Scopus,LC,Integration,y_3,2018,0,0,-0.0607211841890202,0.0253929992381973,-0.106324262529734,-0.0127910417164816,1548,0.0136274540595406,13269.9248055451
,Scopus,LC,Integration,y_3,2013,0,0,-0.0982170790311767,0.0178859611535694,-0.129282149196201,-0.0660436836107703,2814,7.46858180767011e-09,23637.428356189
,Scopus,LC,Integration,y_3,2018,0,0,-0.0498055215875277,0.015359120989904,-0.0779832837755727,-0.0207666185243178,2999,0.000880162583497907,26376.6722692569
MKTG,Scopus,LC,Integration,y_3,2013,0,1,0.0158825769382158,0.035673662960329,-0.0527207266032896,0.0894542286627569,624,0.658691871837444,5068.00275474407
MKTG,Scopus,LC,Integration,y_3,2018,0,1,0.0412139294140643,0.0320761767355569,-0.0222300669328007,0.108774579931133,698,0.207992433792474,6132.91825280503
FINAC,Scopus,LC,Integration,y_3,2013,0,1,-0.134937908528442,0.0712991392813265,-0.247758405764954,-0.00519669766183961,568,0.0420484954844495,5076.15174072299
FINAC,Scopus,LC,Integration,y_3,2018,0,1,-0.0177723405976611,0.0497615721545114,-0.10904651151372,0.082852457914647,753,0.718576658611249,6889.86028243515
MGMT,Scopus,LC,Integration,y_3,2013,0,1,-0.072886247626801,0.0267929763115289,-0.120315782214002,-0.0228994763566227,1622,0.00473420453189583,13454.0704950667
MGMT,Scopus,LC,Integration,y_3,2018,0,1,-0.0650684303747461,0.0252641170359699,-0.110235714805144,-0.0176083099463626,1548,0.00774146580828269,13260.7761910351
,Scopus,LC,Integration,y_3,2013,0,1,-0.107043821504291,0.0178919150891734,-0.137814884946712,-0.0751745503465595,2814,2.48563119140701e-10,23616.1895417833
,Scopus,LC,Integration,y_3,2018,0,1,-0.0614104254429081,0.0153261849234922,-0.0891852529366621,-0.0327886188627974,2999,3.54631203488805e-05,26312.8437241246
MKTG,Scopus,LC,Integration,y_5,2013,0,0,0.030419931631114,0.0368156135261568,-0.0413132087950251,0.107520459490357,624,0.415668131132503,5882.4196919437
MKTG,Scopus,LC,Integration,y_5,2018,0,0,0.103091403095712,0.0333164267034608,0.0333620452121721,0.177525968968436,698,0.00322963187295702,7020.05742241637
FINAC,Scopus,LC,Integration,y_5,2013,0,0,-0.0741151598745837,0.0711478837502899,-0.194629375581352,0.0644325869134812,568,0.279106383636414,5760.31753289409
FINAC,Scopus,LC,Integration,y_5,2018,0,0,-0.0458793010520917,0.0527585985580005,-0.139610469441201,0.0580629770908543,753,0.373364688649085,7791.17674868511
MGMT,Scopus,LC,Integration,y_5,2013,0,0,-0.0590408075772261,0.0271383630862377,-0.107782837903535,-0.00763598883879058,1622,0.0249344822075742,15685.5639083583
MGMT,Scopus,LC,Integration,y_5,2018,0,0,-0.0455747603201535,0.0261880098254364,-0.0933270869890087,0.00469256891419856,1548,0.0748805329350836,15434.7900163605
,Scopus,LC,Integration,y_5,2013,0,0,-0.0812120539559914,0.0182549842201797,-0.113504331103433,-0.0477434696928426,2814,3.48704772055605e-06,27342.5031343359
,Scopus,LC,Integration,y_5,2018,0,0,-0.0266842612731119,0.0159041964063083,-0.0565561244921823,0.00413342207934875,2999,0.0890172641291201,30254.4654129668
MKTG,Scopus,LC,Integration,y_5,2013,0,1,0.0212235517852095,0.0368556754326671,-0.0499439798070231,0.097722155909252,624,0.568793016248369,5884.26138914879
MKTG,Scopus,LC,Integration,y_5,2018,0,1,0.0649456430205322,0.0335845634057646,-0.00289657308397284,0.137403795808964,698,0.0609867262127395,7002.96183066255
FINAC,Scopus,LC,Integration,y_5,2013,0,1,-0.0893749756454149,0.0709777288038846,-0.20763875001955,0.046540242851665,568,0.187148148531443,5758.56367179956
FINAC,Scopus,LC,Integration,y_5,2018,0,1,-0.0315230367636035,0.0517770750823181,-0.124982843009389,0.0719191284721936,753,0.53616356381872,7753.7279093665
MGMT,Scopus,LC,Integration,y_5,2013,0,1,-0.0709145082896743,0.0271812271653108,-0.119115484599995,-0.0200760306081172,1622,0.00680830673434638,15673.5475617788
MGMT,Scopus,LC,Integration,y_5,2018,0,1,-0.0508810934531972,0.0259988232978644,-0.0980335446917918,-0.00126363517944839,1548,0.0445797547542909,15417.412394136
,Scopus,LC,Integration,y_5,2013,0,1,-0.090662574812965,0.0182558028924419,-0.122624106046018,-0.0575367313554702,2814,1.92992277018188e-07,27317.2815009504
,Scopus,LC,Integration,y_5,2018,0,1,-0.0394784949190637,0.0158489874192865,-0.0688569412206092,-0.00917313078362048,2999,0.0110403727485602,30174.0099865408
MKTG,Scopus,LWBR,Integration,y_3,2013,0,0,0.0380145533982705,0.0352139948124815,-0.0312109179082389,0.112186577020648,624,0.289364661155,5066.46670170827
MKTG,Scopus,LWBR,Integration,y_3,2018,0,0,0.0827598500345859,0.0329845465894504,0.0149757036814999,0.155070893415996,698,0.0159254438607893,6146.2965772957
FINAC,Scopus,LWBR,Integration,y_3,2013,0,0,-0.156316635944496,0.0728882227889398,-0.26863037744278,-0.026755286478523,568,0.0196987567298553,5073.32663801861
FINAC,Scopus,LWBR,Integration,y_3,2018,0,0,-0.0629889066630334,0.0503255597014367,-0.151000296685236,0.0341461670817873,753,0.196085231008311,6921.27994351336
MGMT,Scopus,LWBR,Integration,y_3,2013,0,0,0.00554858852816653,0.0259462693483476,-0.0443088678321114,0.058007058825948,1622,0.831125661770166,13469.4425725547
MGMT,Scopus,LWBR,Integration,y_3,2018,0,0,-0.005497125341551,0.0249952305981635,-0.0530434247285794,0.0444364541430393,1548,0.825455546698821,13275.8767439207
,Scopus,LWBR,Integration,y_3,2013,0,0,-0.0667378914526651,0.0177219991629113,-0.0985977447280545,-0.0337519590657661,2814,9.72430192426443e-05,23654.8253463117
,Scopus,LWBR,Integration,y_3,2018,0,0,-0.0366991032529189,0.0157335113326608,-0.0659511814550551,-0.00653092295616553,2999,0.0174814694937431,26381.9540739451
MKTG,Scopus,LWBR,Integration,y_3,2013,0,1,0.0259513474637603,0.0353274121274009,-0.0426824548359849,0.099505772854471,624,0.468313946732413,5067.66849986256
MKTG,Scopus,LWBR,Integration,y_3,2018,0,1,0.0524167988723914,0.0331094770480879,-0.0137093096830963,0.122976349085213,698,0.122821180675633,6132.11547108406
FINAC,Scopus,LWBR,Integration,y_3,2013,0,1,-0.17268026437218,0.0725966941563043,-0.282405723058951,-0.0461769735999239,568,0.00902267468903262,5073.69187042801
FINAC,Scopus,LWBR,Integration,y_3,2018,0,1,-0.0477526376177981,0.0493184662264586,-0.135490392952311,0.0488894880653878,753,0.321132990253508,6889.02067068807
MGMT,Scopus,LWBR,Integration,y_3,2013,0,1,-0.00199973112429985,0.0259348291664601,-0.0514616558853736,0.0500414061865349,1622,0.938477801642293,13461.8856227313
MGMT,Scopus,LWBR,Integration,y_3,2018,0,1,-0.0110897459706805,0.0248619439384217,-0.0581226460036345,0.0382917546270118,1548,0.653760062613388,13267.5630117576
,Scopus,LWBR,Integration,y_3,2013,0,1,-0.0749771535460142,0.0177207536773706,-0.106553552559772,-0.0422847738514527,2814,1.09225485259031e-05,23635.8593618454
,Scopus,LWBR,Integration,y_3,2018,0,1,-0.0470121396929979,0.0156604539853327,-0.0758187232276663,-0.0173076595272292,2999,0.00210627977349531,26320.2546365211
MKTG,Scopus,LWBR,Integration,y_5,2013,0,0,0.0468341901821154,0.0360272075830885,-0.0245354662414518,0.123425592432147,624,0.20392648840718,5881.45468842734
MKTG,Scopus,LWBR,Integration,y_5,2018,0,0,0.119309275778305,0.0344052490258569,0.0463194578332604,0.19739076384739,698,0.00105286597535254,7018.02165682146
FINAC,Scopus,LWBR,Integration,y_5,2013,0,0,-0.0895558328580526,0.0722201025510601,-0.209722795068253,0.0488833238640412,568,0.193902165265461,5759.82408605488
FINAC,Scopus,LWBR,Integration,y_5,2018,0,0,-0.0666525455728173,0.0528191038400916,-0.158442790974358,0.0351494364765865,753,0.191578362211395,7790.29169609669
MGMT,Scopus,LWBR,Integration,y_5,2013,0,0,0.00719881446223636,0.026401063384199,-0.0435933657211507,0.0606884305220765,1622,0.785856844166456,15690.4285816565
MGMT,Scopus,LWBR,Integration,y_5,2018,0,0,0.00596639397448007,0.0259730067287834,-0.043961879983095,0.0585021293796579,1548,0.818843570361408,15437.8747024146
,Scopus,LWBR,Integration,y_5,2013,0,0,-0.0469369584645311,0.0180565274971683,-0.0800761374686163,-0.0126039793756835,2814,0.00775788772526269,27356.4369686473
,Scopus,LWBR,Integration,y_5,2018,0,0,-0.00919663855257269,0.0163268819333353,-0.0404005193981051,0.023021917894088,2999,0.571469830067685,30257.0108724116
MKTG,Scopus,LWBR,Integration,y_5,2013,0,1,0.0353371539006628,0.0362066548604721,-0.0355879262339286,0.111478227414987,624,0.337489956831414,5883.65826458989
MKTG,Scopus,LWBR,Integration,y_5,2018,0,1,0.0852162514461712,0.0345252891860231,0.0142109833203452,0.161192623400034,698,0.017851809893536,7000.83568858799
FINAC,Scopus,LWBR,Integration,y_5,2013,0,1,-0.110134056651957,0.0716713865847452,-0.226753805976568,0.0240740960009256,568,0.103514721690716,5757.70329680859
FINAC,Scopus,LWBR,Integration,y_5,2018,0,1,-0.0433174087320061,0.0517230390259295,-0.135547488199272,0.0587528729932396,753,0.391904836137138,7753.38364134763
MGMT,Scopus,LWBR,Integration,y_5,2013,0,1,-0.000636892870600536,0.0263764488908238,-0.050988142424198,0.0523858178574492,1622,0.980729799535063,15680.7185745265
MGMT,Scopus,LWBR,Integration,y_5,2018,0,1,-0.000707472045066937,0.0257564007446482,-0.0499012384383613,0.0510334260253389,1548,0.978078856979034,15421.3970099475
,Scopus,LWBR,Integration,y_5,2013,0,1,-0.0555553036484724,0.0180404866144255,-0.0883661512370381,-0.0215635524318318,2814,0.00153319367755783,27333.6697671439
,Scopus,LWBR,Integration,y_5,2018,0,1,-0.0205728794767931,0.0162251186790729,-0.0512292668573201,0.0110740676400276,2999,0.200127168419148,30178.7498589721
MKTG,Scopus,HEL,Nonconformity,y_3,2013,0,0,-0.187735341723433,0.0319605702521704,-0.237055984603967,-0.13522635767361,624,7.72813081988163e-11,5030.54153256204
MKTG,Scopus,HEL,Nonconformity,y_3,2018,0,0,-0.090433567837474,0.0392251868675034,-0.157740565090846,-0.0177479049479564,698,0.0156709902961126,6146.50354186639
FINAC,Scopus,HEL,Nonconformity,y_3,2013,0,0,-0.210025041393759,0.0618227333006963,-0.300174571351102,-0.108262704272177,568,0.000137074993906463,5065.03331130562
FINAC,Scopus,HEL,Nonconformity,y_3,2018,0,0,-0.0553184280464383,0.0386184444914074,-0.124183013602712,0.0189609087849227,753,0.140594697446232,6920.83870660884
MGMT,Scopus,HEL,Nonconformity,y_3,2013,0,0,-0.166333216501435,0.0230551170601027,-0.203165834886565,-0.127798058445567,1622,3.00445626340868e-15,13411.37034091
MGMT,Scopus,HEL,Nonconformity,y_3,2018,0,0,-0.165995109820624,0.0251019595132632,-0.206034246044455,-0.123936828033444,1548,4.78924015385607e-13,13226.2868415065
,Scopus,HEL,Nonconformity,y_3,2013,0,0,-0.197118508208438,0.0166987299819761,-0.222970581052202,-0.170406326784456,2814,1.75670975821742e-39,23513.8900317361
,Scopus,HEL,Nonconformity,y_3,2018,0,0,-0.132774814235987,0.016732365524211,-0.160754025684226,-0.103862817529048,2999,1.68272817480472e-17,26319.1023426437
MKTG,Scopus,HEL,Nonconformity,y_3,2013,0,1,-0.180552474458701,0.0324473969646468,-0.231043320472496,-0.126746323956289,624,8.41720463884107e-10,5034.70438717006
MKTG,Scopus,HEL,Nonconformity,y_3,2018,0,1,-0.0864062797903704,0.0388543735918426,-0.153396220571527,-0.0141155687139384,698,0.0200267341740837,6129.22685423542
