Cluster,Stylisation,Indicator,Dimension,Lag,Year,FE,N_author,Impact,SE,L.bound,U.bound,n.obs,p,BIC
MKTG,JCR,HEL,Nonconformity,y_3,2018,0,1,-0.039327828383906,0.0406789899776323,-0.112947771348323,0.0404021223421982,698,0.32398142218799,6133.55839918761
FINAC,JCR,HEL,Nonconformity,y_3,2013,0,1,-0.171248874406624,0.0600577736060941,-0.263279318527433,-0.0677220750753925,568,0.00176252967116013,5070.98283935603
FINAC,JCR,HEL,Nonconformity,y_3,2018,0,1,-0.0717566102604672,0.0381268569083788,-0.138593338922569,0.000265994597047126,753,0.0508209763009923,6886.38549120474
MGMT,JCR,HEL,Nonconformity,y_3,2013,0,1,-0.128455681570519,0.0254171104290477,-0.170809357370242,-0.083938650612737,1621,6.32745280404267e-08,13427.0556604328
MGMT,JCR,HEL,Nonconformity,y_3,2018,0,1,-0.119846373579137,0.0267971619431276,-0.164880360506596,-0.0723839202587528,1548,1.89893259050012e-06,13245.8185272473
,JCR,HEL,Nonconformity,y_3,2013,0,1,-0.168388951291501,0.0168105979557212,-0.19534253670423,-0.140532502486907,2812,5.40427031830035e-28,23529.949276093
,JCR,HEL,Nonconformity,y_3,2018,0,1,-0.107165514453455,0.0163852470415889,-0.135382923244335,-0.0780272099501521,2999,4.57882277101452e-12,26283.3953946609
MKTG,JCR,HEL,Nonconformity,y_5,2013,0,0,-0.183134977848213,0.0326886457042577,-0.233829062107262,-0.129086694086463,623,6.08842357290231e-10,5842.01541265507
MKTG,JCR,HEL,Nonconformity,y_5,2018,0,0,-0.0477215727791891,0.0418761557857681,-0.122759047922728,0.0337344612136423,698,0.242937102506349,7027.65849592411
FINAC,JCR,HEL,Nonconformity,y_5,2013,0,0,-0.145048485287471,0.0600461531366407,-0.239971097751025,-0.0382706626730348,568,0.00905860465062652,5755.0609806526
FINAC,JCR,HEL,Nonconformity,y_5,2018,0,0,-0.0941003983670103,0.0395805169057739,-0.161720063917688,-0.0210262074574717,753,0.012530033657463,7786.19844354973
MGMT,JCR,HEL,Nonconformity,y_5,2013,0,0,-0.155957221416397,0.0255498534508963,-0.197183326199999,-0.112614080737684,1621,3.22030031029133e-11,15640.3384235904
MGMT,JCR,HEL,Nonconformity,y_5,2018,0,0,-0.129882060216889,0.0273562644137143,-0.17530677192355,-0.0819553218615484,1548,3.66219035601023e-07,15413.0350069108
,JCR,HEL,Nonconformity,y_5,2013,0,0,-0.175522947149771,0.0171584545171817,-0.202789023441032,-0.147324321084134,2812,2.35705153562205e-29,27230.6038144585
,JCR,HEL,Nonconformity,y_5,2018,0,0,-0.104718502586681,0.017108600205072,-0.134241543691681,-0.0741887026683699,2999,1.00908479374496e-10,30216.9262685589
MKTG,JCR,HEL,Nonconformity,y_5,2013,0,1,-0.176599097903859,0.0332836281452611,-0.228598884017775,-0.121094030685378,623,5.28097032826247e-09,5846.94872542556
MKTG,JCR,HEL,Nonconformity,y_5,2018,0,1,-0.0640719879126475,0.0411834725316019,-0.13664976725972,0.0146070628017045,698,0.107868729867795,7003.98806246042
FINAC,JCR,HEL,Nonconformity,y_5,2013,0,1,-0.143063435258982,0.0599576164174948,-0.238074237086826,-0.0362049536395328,568,0.010023756839912,5754.00210072008
FINAC,JCR,HEL,Nonconformity,y_5,2018,0,1,-0.0831767906024469,0.0398117054250592,-0.151996169819227,-0.00877240482411246,753,0.0291624512236507,7749.64912960006
MGMT,JCR,HEL,Nonconformity,y_5,2013,0,1,-0.147976818303536,0.0256698012033601,-0.189783213773879,-0.104013253626216,1621,4.41732820891924e-10,15635.6052537892
MGMT,JCR,HEL,Nonconformity,y_5,2018,0,1,-0.11566626438302,0.0275126786271304,-0.16209002933006,-0.0666704260303677,1548,7.9033333264612e-06,15402.0682157174
,JCR,HEL,Nonconformity,y_5,2013,0,1,-0.169481467913039,0.0171520065399668,-0.196937191581395,-0.141087067027596,2812,2.56376411886874e-27,27219.4383833162
,JCR,HEL,Nonconformity,y_5,2018,0,1,-0.100556804076347,0.0169799748096788,-0.129997781550782,-0.0701195404588771,2999,4.33579632241299e-10,30142.6560149099
MKTG,JCR,HZ,Nonconformity,y_3,2013,0,0,-0.171040524237528,0.0317749450197968,-0.221091545082671,-0.117773329948862,623,3.5582749082733e-09,5030.19807723923
MKTG,JCR,HZ,Nonconformity,y_3,2018,0,0,-0.0218630485892491,0.0400026969486133,-0.0956234176506968,0.0579131684610397,698,0.580535693202144,6151.90644543328
FINAC,JCR,HZ,Nonconformity,y_3,2013,0,0,-0.153505289674294,0.0634488369552857,-0.252490871385597,-0.0414119812320981,568,0.0086256183583621,5071.99723895081
FINAC,JCR,HZ,Nonconformity,y_3,2018,0,0,-0.0561815798236596,0.038252282668135,-0.124355050681395,0.0172995469880186,753,0.130640094530251,6920.73425045284
MGMT,JCR,HZ,Nonconformity,y_3,2013,0,0,-0.14248612664323,0.0255674172932064,-0.184398285624744,-0.0984201847067143,1621,1.82956300884822e-09,13428.0181135444
MGMT,JCR,HZ,Nonconformity,y_3,2018,0,0,-0.126340045566604,0.0267084358652601,-0.170897608628898,-0.0793878730486943,1548,4.25946118586092e-07,13251.3036363001
,JCR,HZ,Nonconformity,y_3,2013,0,0,-0.17636924383572,0.0168619201608044,-0.203144337169014,-0.148694482398844,2812,1.21398735642382e-30,23534.2831835471
,JCR,HZ,Nonconformity,y_3,2018,0,0,-0.103084774563484,0.0162893928081,-0.131267958188488,-0.0739872792738801,2999,2.40872992289933e-11,26344.5552047327
MKTG,JCR,HZ,Nonconformity,y_3,2013,0,1,-0.1638993905753,0.0322004396983249,-0.215036476400629,-0.109430937790757,623,2.71127691646111e-08,5034.19281892546
MKTG,JCR,HZ,Nonconformity,y_3,2018,0,1,-0.0408154887533442,0.0397072741292395,-0.112633019676167,0.0368144713698177,698,0.293959191095982,6133.43277269093
FINAC,JCR,HZ,Nonconformity,y_3,2013,0,1,-0.152240085671757,0.0633758457139284,-0.25126650878869,-0.0401165691424951,568,0.00916049878289195,5073.70899317869
FINAC,JCR,HZ,Nonconformity,y_3,2018,0,1,-0.0520898580872584,0.0381783836167993,-0.120431493344351,0.0215618571400376,753,0.16115414035761,6888.10612015347
MGMT,JCR,HZ,Nonconformity,y_3,2013,0,1,-0.13624971303242,0.0256220849202744,-0.178554704996286,-0.0917659851795694,1621,1.0866751987973e-08,13423.9518949721
MGMT,JCR,HZ,Nonconformity,y_3,2018,0,1,-0.11605997776519,0.0268706576256535,-0.161408506496099,-0.0682591357518433,1548,4.40901019624315e-06,13247.3703524852
,JCR,HZ,Nonconformity,y_3,2013,0,1,-0.172082661727159,0.0168359633380344,-0.198956354289911,-0.144307401121486,2812,3.38086446646906e-29,23525.5337342457
,JCR,HZ,Nonconformity,y_3,2018,0,1,-0.101926358138886,0.0161973303420389,-0.129988972069386,-0.0729585714285813,2999,3.19927173592497e-11,26287.0860027337
MKTG,JCR,HZ,Nonconformity,y_5,2013,0,0,-0.188194165284526,0.0322196876899802,-0.237874100641685,-0.135275793890526,623,9.73466716056023e-11,5839.32101106887
MKTG,JCR,HZ,Nonconformity,y_5,2018,0,0,-0.0383116833614787,0.04038146953162,-0.11149153302539,0.040895447522461,698,0.333346060739627,7028.08317725401
FINAC,JCR,HZ,Nonconformity,y_5,2013,0,0,-0.124682236922984,0.0632580470253557,-0.226749170482575,-0.00914275535104936,568,0.0352773959489096,5757.2562983832
FINAC,JCR,HZ,Nonconformity,y_5,2018,0,0,-0.0741292939371575,0.0396582440513845,-0.143370186885842,0.000708300390507066,753,0.052123760723518,7788.41743727607
MGMT,JCR,HZ,Nonconformity,y_5,2013,0,0,-0.159470079964861,0.0258249264651484,-0.200955511580904,-0.115830774489085,1621,1.73268234674496e-11,15639.4089199026
MGMT,JCR,HZ,Nonconformity,y_5,2018,0,0,-0.122203886161274,0.0275458876063344,-0.16833858700833,-0.0735099579784311,1548,2.22565569469877e-06,15416.3295010262
,JCR,HZ,Nonconformity,y_5,2013,0,0,-0.176730000199539,0.017232754780336,-0.204072074451108,-0.148448658709843,2812,1.55700486025145e-29,27230.3210259013
,JCR,HZ,Nonconformity,y_5,2018,0,0,-0.0954630461464437,0.0169051475393572,-0.124942429342993,-0.0649905465392834,2999,2.93838213133546e-09,30223.2445256483
MKTG,JCR,HZ,Nonconformity,y_5,2013,0,1,-0.182340404453264,0.0325471048336976,-0.232871015815713,-0.128481353236105,623,6.20380575354327e-10,5843.77080862256
MKTG,JCR,HZ,Nonconformity,y_5,2018,0,1,-0.0636710713509836,0.0400618432795495,-0.13437909016963,0.012812713589391,698,0.100554325208732,7003.88567365055
FINAC,JCR,HZ,Nonconformity,y_5,2013,0,1,-0.123211021296222,0.0630583221143543,-0.225146246847848,-0.0078657939655632,568,0.0370515535144091,5756.11528440145
FINAC,JCR,HZ,Nonconformity,y_5,2018,0,1,-0.063355599607006,0.0398223198233547,-0.133680837211272,0.0126784336196224,753,0.100260864945184,7751.53780946756
MGMT,JCR,HZ,Nonconformity,y_5,2013,0,1,-0.153539153369604,0.0258659560441178,-0.195382020631286,-0.109520314919643,1621,1.16036010020279e-10,15633.3621356346
MGMT,JCR,HZ,Nonconformity,y_5,2018,0,1,-0.109145999149757,0.0276229134460464,-0.156094401125355,-0.0595857500066539,1548,2.86403346973967e-05,15404.4180792499
,JCR,HZ,Nonconformity,y_5,2013,0,1,-0.172084737273605,0.0171815971371163,-0.199500828178156,-0.143729679700574,2812,4.2180397190488e-28,27216.7723903056
,JCR,HZ,Nonconformity,y_5,2018,0,1,-0.09388882594218,0.0167888605388454,-0.123219702354395,-0.0635767455574094,2999,4.29165529217187e-09,30146.9713648221
MKTG,Concepts,k,Variety,y_3,2013,1,0,0.073403437838117,0.0591032016997008,-0.0440080277472208,0.2052349536446,628,0.230727713908612,5102.85569025754
MKTG,Concepts,k,Variety,y_3,2018,1,0,0.00244971445251574,0.0342343750940905,-0.0626058399188588,0.0720201520339592,698,0.943023978854072,6096.27266878479
FINAC,Concepts,k,Variety,y_3,2013,1,0,0.0830010584017891,0.0753971044216318,-0.0657765821015731,0.255471946033917,568,0.290262235844278,4981.07035478082
FINAC,Concepts,k,Variety,y_3,2018,1,0,0.0702032178286107,0.0429565489112853,-0.0162118847244669,0.164208948722596,754,0.114228434661603,6861.65057817732
MGMT,Concepts,k,Variety,y_3,2013,1,0,0.0245837068120542,0.0303607776528661,-0.0346066463591012,0.087403148473733,1629,0.423753387034834,13418.5653392579
MGMT,Concepts,k,Variety,y_3,2018,1,0,0.107096843243995,0.0367926549199547,0.030072155804131,0.189881129603002,1551,0.0056878031347197,13263.509993389
,Concepts,k,Variety,y_3,2013,1,0,0.0440355250958744,0.0255961320255144,-0.00704901845896067,0.0977482251646953,2825,0.0922599894651363,23538.3425651901
,Concepts,k,Variety,y_3,2018,1,0,0.0728544729205067,0.0271485818365728,0.0172598445498724,0.131487423033839,3003,0.00958937959459175,26261.8186237594
MKTG,Concepts,k,Variety,y_3,2013,1,1,0.0715495555479224,0.0577387769722941,-0.0431035917716046,0.199940181738972,628,0.231357406973346,5105.72840448157
MKTG,Concepts,k,Variety,y_3,2018,1,1,0.00220368206596921,0.0299704890498677,-0.05497114883098,0.0628376256493206,698,0.941450019426009,6088.75747798643
FINAC,Concepts,k,Variety,y_3,2013,1,1,0.0872369920764926,0.0759361428256764,-0.0631129016551798,0.261714756268823,568,0.27070232176336,4973.88017109133
FINAC,Concepts,k,Variety,y_3,2018,1,1,0.0853618885766787,0.0440670950654937,-0.00444653475306867,0.183271888750393,754,0.0630504956964159,6819.91600490023
MGMT,Concepts,k,Variety,y_3,2013,1,1,0.0227906122872963,0.0304229609916512,-0.0364135998236115,0.0856324211212709,1629,0.458865417281477,13407.8173279163
MGMT,Concepts,k,Variety,y_3,2018,1,1,0.104279436386833,0.0354779972361883,0.0301015933212605,0.183798842301677,1551,0.00517549783294644,13264.9542708968
,Concepts,k,Variety,y_3,2013,1,1,0.0426681613695032,0.0255306493291736,-0.00822219693735049,0.0961698188611164,2825,0.101718114270946,23513.2334932306
,Concepts,k,Variety,y_3,2018,1,1,0.0708745208480377,0.0256057429782028,0.0184575631901593,0.125989222181658,3003,0.007490125583237,26220.8933886601
MKTG,Concepts,k,Variety,y_5,2013,1,0,0.0873226246800134,0.0631029118105782,-0.0391731542163977,0.23047195790708,628,0.184609336808255,5921.29526072764
MKTG,Concepts,k,Variety,y_5,2018,1,0,-0.0158824142545839,0.0400440665686025,-0.0901675521169098,0.0644678861770307,698,0.689298798927937,6968.34638333026
FINAC,Concepts,k,Variety,y_5,2013,1,0,0.112959946223061,0.0786231182323235,-0.0459845337495598,0.298385493439863,568,0.173445286948909,5680.00563066174
FINAC,Concepts,k,Variety,y_5,2018,1,0,0.0770402067764553,0.0408729716064371,-0.00587549399074872,0.166871553815488,754,0.0694026047660921,7760.34095136959
MGMT,Concepts,k,Variety,y_5,2013,1,0,0.0194034825092948,0.0332226402438732,-0.0448601822502152,0.0879909316316554,1629,0.562960367470451,15657.3150038835
MGMT,Concepts,k,Variety,y_5,2018,1,0,0.0958986477722539,0.0379748176689993,0.0172932612451722,0.18057780577356,1551,0.0158888453562774,15418.6919733496
,Concepts,k,Variety,y_5,2013,1,0,0.0475722490996884,0.0279848819730515,-0.00833905303706484,0.106635912652106,2825,0.0967676115541039,27295.8267878743
,Concepts,k,Variety,y_5,2018,1,0,0.0635603525757773,0.0286836936512569,0.0054177196123204,0.125065335040322,3003,0.0316873736063433,30188.8799681643
MKTG,Concepts,k,Variety,y_5,2013,1,1,0.0851651514163476,0.0617932904334107,-0.03861510493409,0.224882366981366,628,0.185944836123682,5924.55712169096
MKTG,Concepts,k,Variety,y_5,2018,1,1,-0.0142202187482999,0.0351314876126439,-0.079813346571135,0.056048545698421,698,0.683510920766302,6955.74385084748
FINAC,Concepts,k,Variety,y_5,2013,1,1,0.1156645874739,0.0780921189361667,-0.0426703362929431,0.300186883297275,568,0.161048669495607,5667.99271487153
FINAC,Concepts,k,Variety,y_5,2018,1,1,0.0961713803219775,0.0403899019727118,0.0127412791481634,0.186474492328062,754,0.0230003837911538,7715.83821298714
MGMT,Concepts,k,Variety,y_5,2013,1,1,0.017393159141579,0.0332640203172592,-0.046821083144451,0.0859334191766921,1629,0.604188412654499,15647.2051537519
MGMT,Concepts,k,Variety,y_5,2018,1,1,0.0926243931519317,0.0357991534952007,0.0185880982567657,0.172042032057679,1551,0.0133448936829971,15416.0031485112
,Concepts,k,Variety,y_5,2013,1,1,0.0457252844173663,0.027880089940341,-0.00988410338825652,0.10445794700597,2825,0.108784969575854,27269.0376697934
,Concepts,k,Variety,y_5,2018,1,1,0.0623720110474872,0.026402388632246,0.00879487316665761,0.118794632960656,3003,0.0219277717021817,30134.2258502056
MKTG,Concepts,RR,Balance,y_3,2013,1,0,0.0543746561498293,0.0600500648462949,-0.0626964747497922,0.186068211185173,628,0.377923693712273,5104.86238635256
MKTG,Concepts,RR,Balance,y_3,2018,1,0,0.0293844366647571,0.0741382653318782,-0.109834021231984,0.190376113805364,698,0.696067170566991,6095.76358419501
FINAC,Concepts,RR,Balance,y_3,2013,1,0,0.0511457948301206,0.0762182776804088,-0.094713921902058,0.220506432961523,568,0.512824038190196,4982.15170794558
FINAC,Concepts,RR,Balance,y_3,2018,1,0,0.0514089880882969,0.0367364883731791,-0.0216335991155776,0.129904767000935,754,0.172374130786363,6862.25016553638
MGMT,Concepts,RR,Balance,y_3,2013,1,0,0.0317007861088945,0.0414814443851899,-0.0488594617789965,0.119084372167081,1629,0.451838803734791,13418.2198623985
MGMT,Concepts,RR,Balance,y_3,2018,1,0,0.0892591110934988,0.0253386503314543,0.0364847175182621,0.144720603253173,1551,0.000740297468711596,13270.0514663155
,Concepts,RR,Balance,y_3,2013,1,0,0.0409541787133476,0.0307742827677047,-0.0199764860869059,0.105673064775943,2825,0.192143774443039,23539.6508868963
,Concepts,RR,Balance,y_3,2018,1,0,0.0661315445696888,0.0227550783892485,0.019627723975407,0.114756340573931,3003,0.00489029623931243,26264.5119970125
MKTG,Concepts,RR,Balance,y_3,2013,1,1,0.0553938549967095,0.0608763724683277,-0.0633086730973963,0.189139001476666,628,0.37581625135691,5107.49641129044
MKTG,Concepts,RR,Balance,y_3,2018,1,1,0.0307349562079258,0.069632301550275,-0.10075945042969,0.181457564893638,698,0.663749589258415,6088.18919274703
FINAC,Concepts,RR,Balance,y_3,2013,1,1,0.0518338290991076,0.0806772024609722,-0.102003642108345,0.23202549132251,568,0.531061183969676,4975.19686355461
FINAC,Concepts,RR,Balance,y_3,2018,1,1,0.0729974896471757,0.0376835979291062,-0.00339658916343821,0.155247513976201,754,0.0615288042197569,6819.55690369585
MGMT,Concepts,RR,Balance,y_3,2013,1,1,0.0362763088051361,0.0422566104586918,-0.0460915905319385,0.125756495625855,1629,0.399076349261991,13406.8700830535
MGMT,Concepts,RR,Balance,y_3,2018,1,1,0.0866196060491471,0.0248919981646421,0.0348786552607221,0.140947455286855,1551,0.000846022932195326,13271.2875840753
,Concepts,RR,Balance,y_3,2013,1,1,0.0441759954009755,0.0313954834522567,-0.0181394272199638,0.110446370490809,2825,0.168546988108923,23513.533832943
,Concepts,RR,Balance,y_3,2018,1,1,0.0663364545992857,0.0222309647512503,0.0208718418731537,0.113825837649717,3003,0.0038626776392947,26222.7066926107
MKTG,Concepts,RR,Balance,y_5,2013,1,0,0.0670690457044036,0.0592709022476989,-0.0499618652819269,0.198516466539947,628,0.273412855381803,5923.79063922583
MKTG,Concepts,RR,Balance,y_5,2018,1,0,0.00696055898147407,0.0801322235645517,-0.139395152649261,0.178205735728374,698,0.931019269511696,6968.50093363308
FINAC,Concepts,RR,Balance,y_5,2013,1,0,0.0614730053620434,0.0737870768097531,-0.0814532173621714,0.226638601766876,568,0.418797194324668,5682.37930343945
FINAC,Concepts,RR,Balance,y_5,2018,1,0,0.0568488891237435,0.0331378220045105,-0.009610721987659,0.127768241477441,754,0.0952088590144085,7760.97213113222
MGMT,Concepts,RR,Balance,y_5,2013,1,0,0.0220190048415676,0.0451053108497654,-0.0644537516332296,0.116484458230498,1629,0.629186691935618,15657.3151048433
MGMT,Concepts,RR,Balance,y_5,2018,1,0,0.0864964854167083,0.0242139455963396,0.0361374664324785,0.139303085803226,1551,0.000612418542704051,15421.986383485
,Concepts,RR,Balance,y_5,2013,1,0,0.0404909104226685,0.032202306572987,-0.0231505471556031,0.108278590441761,2825,0.217724249257398,27298.1141027405
,Concepts,RR,Balance,y_5,2018,1,0,0.0617232887194024,0.0235777210565579,0.0137758728031656,0.11193841957611,3003,0.0110772904227337,30189.4016593778
MKTG,Concepts,RR,Balance,y_5,2013,1,1,0.0680256512474031,0.0602009521668504,-0.0508419398456442,0.201779597738376,628,0.274305432949133,5926.74597316351
MKTG,Concepts,RR,Balance,y_5,2018,1,1,0.00888707678349143,0.0748086606941322,-0.128704819854135,0.168207005954443,698,0.905851621137261,6955.84792416046
FINAC,Concepts,RR,Balance,y_5,2013,1,1,0.0599740237103692,0.0808788843224536,-0.0954116480551303,0.242051070550624,568,0.471436653981451,5670.73111258144
FINAC,Concepts,RR,Balance,y_5,2018,1,1,0.0782419192647226,0.0331112851236805,0.0104895696992033,0.1505369984232,754,0.0228992480452199,7715.89689151796
MGMT,Concepts,RR,Balance,y_5,2013,1,1,0.026101053427934,0.0458131605599885,-0.062019304048937,0.122500043328021,1629,0.573829943904233,15646.7955961786
MGMT,Concepts,RR,Balance,y_5,2018,1,1,0.0832034842316716,0.0234792155813848,0.0344857288111544,0.134215538768273,1551,0.000664109994223582,15419.2168365175
,Concepts,RR,Balance,y_5,2013,1,1,0.0433503249540199,0.03285912832022,-0.0217262170150179,0.112755876233443,2825,0.196536288108513,27270.2874686705
,Concepts,RR,Balance,y_5,2018,1,1,0.0618515521025036,0.02275326674861,0.0155380273336327,0.110277201202305,3003,0.00834937571250789,30134.2872091665
MKTG,Concepts,GINI,Balance,y_3,2013,1,0,-0.000337083577179875,0.055449718401839,-0.103284460412115,0.11442916103612,628,0.995148803772981,5106.59038306447
MKTG,Concepts,GINI,Balance,y_3,2018,1,0,-0.0131871907907362,0.081284666822377,-0.158517391920851,0.15724259903882,698,0.87027131046071,6096.18012748094
FINAC,Concepts,GINI,Balance,y_3,2013,1,0,-0.00790904148064331,0.0556047096526941,-0.110346939692787,0.106323929955323,568,0.886446272047936,4983.39538544523
FINAC,Concepts,GINI,Balance,y_3,2018,1,0,0.016007004787769,0.0259547824753733,-0.0343851161952691,0.0690289173158207,754,0.540641850215817,6864.15751323372
MGMT,Concepts,GINI,Balance,y_3,2013,1,0,0.0385515786410036,0.0420138785779054,-0.0435422468872235,0.127691607901623,1629,0.367936122284834,13417.647299532
MGMT,Concepts,GINI,Balance,y_3,2018,1,0,0.0425752717442705,0.0350611192773126,-0.0266627572235958,0.116738525438646,1551,0.234370039389077,13279.8382850285
,Concepts,GINI,Balance,y_3,2013,1,0,0.0169989976775016,0.0281419299095992,-0.0375768282650363,0.0746696376943314,2825,0.549193844227066,23543.1262567118
,Concepts,GINI,Balance,y_3,2018,1,0,0.0232255270829107,0.0234182273787995,-0.0226778652264568,0.0712849346410234,3003,0.326874189862914,26275.9251712167
MKTG,Concepts,GINI,Balance,y_3,2013,1,1,0.00459506083198069,0.0563577629332245,-0.100462601823737,0.121922488485863,628,0.935165985526896,5109.28547246474
MKTG,Concepts,GINI,Balance,y_3,2018,1,1,-0.00644161184769454,0.0763460575968512,-0.144524626205764,0.153929500377698,698,0.932542201004301,6088.73781461938
FINAC,Concepts,GINI,Balance,y_3,2013,1,1,-0.0108226376961389,0.0555966235532716,-0.112945635526074,0.103057369741609,568,0.844825707057667,4976.45398629899
FINAC,Concepts,GINI,Balance,y_3,2018,1,1,0.0356079510912057,0.0285725565337986,-0.0207933099846156,0.0952578646562097,754,0.220743199956429,6822.6884892994
MGMT,Concepts,GINI,Balance,y_3,2013,1,1,0.0467450434893273,0.042752639468739,-0.0373912602516252,0.138235236006565,1629,0.285250789704249,13405.8044697256
MGMT,Concepts,GINI,Balance,y_3,2018,1,1,0.0405428143789417,0.0358942207045622,-0.0301451578389761,0.116382886889669,1551,0.268202256439892,13280.664841064
,Concepts,GINI,Balance,y_3,2013,1,1,0.0220000474445852,0.0281658486782671,-0.0328894919559707,0.0800049097689906,2825,0.439746459663653,23517.1845873989
,Concepts,GINI,Balance,y_3,2018,1,1,0.0254814705205459,0.0238635517523411,-0.0213776604702576,0.0745843456693545,3003,0.29169022078953,26234.053612227
MKTG,Concepts,GINI,Balance,y_5,2013,1,0,0.00830482021422752,0.0592333047793639,-0.102214963038491,0.132429889796474,628,0.888955289679915,5926.28261551765
MKTG,Concepts,GINI,Balance,y_5,2018,1,0,-0.0307574773930163,0.0828007571476742,-0.175952346626128,0.140020317736804,698,0.705953441553683,6968.00945486119
FINAC,Concepts,GINI,Balance,y_5,2013,1,0,-0.013622347966308,0.0578704712173951,-0.11938964159252,0.104848317013885,568,0.812647650345598,5684.05261603934
FINAC,Concepts,GINI,Balance,y_5,2018,1,0,0.0175215788887091,0.0232296753960786,-0.0277666985807445,0.0649194611959689,754,0.454614703648742,7763.13233912171
MGMT,Concepts,GINI,Balance,y_5,2013,1,0,0.0364348937048737,0.0437993049762219,-0.0488259572980319,0.129338313141512,1629,0.413891828544466,15656.2361631614
MGMT,Concepts,GINI,Balance,y_5,2018,1,0,0.052255891960808,0.0361044839552676,-0.0196318946962808,0.129415018885392,1551,0.158302597202447,15429.2650226184
,Concepts,GINI,Balance,y_5,2013,1,0,0.0161075334372514,0.0292707922824306,-0.0405456246612351,0.0761059056543338,2825,0.585128618122286,27301.4708143315
,Concepts,GINI,Balance,y_5,2018,1,0,0.0252305191963123,0.0242391878070158,-0.0223371974179716,0.0751126203385959,3003,0.303957609396698,30198.3582345788
MKTG,Concepts,GINI,Balance,y_5,2013,1,1,0.0133078630014192,0.0593364080259906,-0.0979426062099182,0.138278819384577,628,0.823691961202777,5929.2626617607
MKTG,Concepts,GINI,Balance,y_5,2018,1,1,-0.0251224185587183,0.0782482580249721,-0.163732834459306,0.136462530108216,698,0.745058338382294,6955.54141813409
FINAC,Concepts,GINI,Balance,y_5,2013,1,1,-0.018873233697054,0.0597700279097765,-0.127332536702798,0.103065912322483,568,0.749891863965008,5672.22431448941
FINAC,Concepts,GINI,Balance,y_5,2018,1,1,0.0344200722679182,0.025118874758478,-0.0152732986097458,0.0866211756013984,754,0.177905510042172,7719.54953682443
MGMT,Concepts,GINI,Balance,y_5,2013,1,1,0.0444214428534626,0.0450656737038566,-0.0438725017961703,0.140868924219106,1629,0.334825926021115,15645.1508284248
MGMT,Concepts,GINI,Balance,y_5,2018,1,1,0.049583148872419,0.0371129925797574,-0.024053046087009,0.128775269987836,1551,0.192254327927092,15426.1317923096
,Concepts,GINI,Balance,y_5,2013,1,1,0.0210354975197402,0.029557662869389,-0.0364343425423439,0.0819330049039204,2825,0.48124925194091,27273.763647257
,Concepts,GINI,Balance,y_5,2018,1,1,0.0266319613541099,0.0246037457052773,-0.0217000431217306,0.0773517638056418,3003,0.285397628992995,30143.2847353939
MKTG,Concepts,LC,Integration,y_3,2013,1,0,0.117365920129352,0.0328403468801774,0.0477113946567787,0.191651256093778,628,0.000726974380939402,5095.2581583723
MKTG,Concepts,LC,Integration,y_3,2018,1,0,0.057790133964869,0.0319664566280841,-0.00645025822952972,0.126184146069567,698,0.078827799852075,6092.79096136123
FINAC,Concepts,LC,Integration,y_3,2013,1,0,0.114859455947079,0.103094931241272,-0.089110790913666,0.364503601663386,568,0.291588625761678,4980.7902308013
FINAC,Concepts,LC,Integration,y_3,2018,1,0,0.0650324787241137,0.0640726914366107,-0.0606572707179552,0.207540278300966,754,0.32543970917263,6862.82019069649
MGMT,Concepts,LC,Integration,y_3,2013,1,0,0.0539876517863531,0.0238797947823467,0.00579391693042841,0.10449064308166,1629,0.0276729222992929,13415.2950898324
MGMT,Concepts,LC,Integration,y_3,2018,1,0,0.0628453113747982,0.0387302595620584,-0.0148489958919088,0.146667009626726,1551,0.115558264181124,13276.5941982764
,Concepts,LC,Integration,y_3,2013,1,0,0.0802240777147907,0.0193379712277511,0.0400479021376918,0.121952225158459,2825,6.59294798126117e-05,23527.8774912109
,Concepts,LC,Integration,y_3,2018,1,0,0.0612517038988998,0.0237602215517511,0.0129631886823258,0.111842159331934,3003,0.0123479393520599,26266.5114544514
MKTG,Concepts,LC,Integration,y_3,2013,1,1,0.12487938508913,0.0358135884962399,0.0486278217073202,0.206675623900878,628,0.00101697949565151,5096.50648724517
MKTG,Concepts,LC,Integration,y_3,2018,1,1,0.0528205519518163,0.0324173338534813,-0.0119915258522461,0.121884218218117,698,0.112327664481274,6085.75164989415
FINAC,Concepts,LC,Integration,y_3,2013,1,1,0.103885558309129,0.101949444217622,-0.0960497536974921,0.348042473385935,568,0.332313902190398,4974.3371819672
FINAC,Concepts,LC,Integration,y_3,2018,1,1,0.100236474444623,0.0720684655553542,-0.0446967631853591,0.267158168263605,754,0.185012809248663,6820.31001677761
MGMT,Concepts,LC,Integration,y_3,2013,1,1,0.0508186527882824,0.0236928790392943,0.00313725100374263,0.100766460365114,1629,0.0364233150056871,13404.8583722175
MGMT,Concepts,LC,Integration,y_3,2018,1,1,0.0588101594087496,0.0378330554784787,-0.016861859913881,0.140306644566733,1551,0.130922923913063,13277.9003936244
,Concepts,LC,Integration,y_3,2013,1,1,0.0806936142112695,0.0196004234551852,0.0399648830843622,0.123017427601232,2825,7.51839951723206e-05,23502.1213306127
,Concepts,LC,Integration,y_3,2018,1,1,0.057520735864774,0.0233892777125472,0.0101361241803402,0.107128118689391,3003,0.0167957505005699,26226.1338721523
