id,issn_l
https://openalex.org/W1998800754,0309-1325
https://openalex.org/W1606678236,1574-0080
https://openalex.org/W2096611253,0034-3404
https://openalex.org/W2083496701,0960-6491
https://openalex.org/W2014490558,0034-6535
https://openalex.org/W2055758252,0094-1190
https://openalex.org/W2079063728,0048-7333
https://openalex.org/W1970828460,0002-8282
https://openalex.org/W2027262949,1363-9196
https://openalex.org/W2061114181,0048-7333
https://openalex.org/W2030440311,0022-4146
https://openalex.org/W1980107959,0166-0462
https://openalex.org/W1535039427,1385-3457
https://openalex.org/W2004519257,0017-4815
https://openalex.org/W1971401223,0160-791X
https://openalex.org/W1999523382,0013-0095
https://openalex.org/W2105747048,0094-1190
https://openalex.org/W2074717914,0166-0462
https://openalex.org/W1970795834,1468-2702
https://openalex.org/W1984557809,0570-1864
https://openalex.org/W1972427009,0042-0980
https://openalex.org/W2066124570,1460-6720
https://openalex.org/W1558522477,0022-4146
https://openalex.org/W1999188757,0020-2754
https://openalex.org/W2040260143,1367-3270
https://openalex.org/W1993680082,0094-1190
https://openalex.org/W2038052128,1468-2702
https://openalex.org/W1965752448,0022-4146
https://openalex.org/W2058306893,0042-0980
https://openalex.org/W2051159444,0094-1190
https://openalex.org/W2001270777,0308-518X
https://openalex.org/W1979094890,0033-0124
https://openalex.org/W1523926352,1056-8190
https://openalex.org/W1550853971,0009-4978
https://openalex.org/W2033026785,1468-2702
https://openalex.org/W2071906637,1470-2266
https://openalex.org/W2108826122,0020-2754
https://openalex.org/W1963514810,1366-2716
https://openalex.org/W2010571078,0951-5666
https://openalex.org/W2009145915,0570-1864
https://openalex.org/W2108634713,0034-3404
https://openalex.org/W1551301674,0022-4146
https://openalex.org/W2008461455,0040-747X
https://openalex.org/W2110959554,0308-518X
https://openalex.org/W1972893416,0921-898X
https://openalex.org/W2004458893,0363-5465
https://openalex.org/W2129208071,0034-3404
https://openalex.org/W3124504068,0022-3808
https://openalex.org/W3121213779,0003-1224
https://openalex.org/W3125391194,0002-8282
https://openalex.org/W2170410583,0042-0980
https://openalex.org/W3124822810,0022-1996
https://openalex.org/W2144380364,0034-3404
https://openalex.org/W2118493679,0025-1909
https://openalex.org/W4235430527,1363-9196
https://openalex.org/W2145301346,0160-0176
https://openalex.org/W3124554889,0034-6535
https://openalex.org/W2128325231,0094-1190
https://openalex.org/W2144748243,0013-0095
https://openalex.org/W2132534620,1468-2702
https://openalex.org/W3123024754,0094-1190
https://openalex.org/W2119043427,0034-6535
https://openalex.org/W2166299928,0013-0133
https://openalex.org/W2156467530,1468-2702
https://openalex.org/W2160576610,0950-0804
https://openalex.org/W2114904020,1056-8190
https://openalex.org/W1978021874,0261-5177
https://openalex.org/W2146825047,0965-4313
https://openalex.org/W3125687635,0160-0176
https://openalex.org/W2142636887,0965-4313
https://openalex.org/W2171678543,1558-9080
https://openalex.org/W3122123329,0022-4146
https://openalex.org/W2152360177,0022-4146
https://openalex.org/W2144729798,1938-7849
https://openalex.org/W2160594446,0042-0980
https://openalex.org/W2127840370,0034-3404
https://openalex.org/W4238174585,0020-2754
https://openalex.org/W1985508469,1022-5706
https://openalex.org/W1983460454,0218-5377
https://openalex.org/W2764364624,1056-8190
https://openalex.org/W1517119764,0038-4038
https://openalex.org/W2120767947,0032-3217
https://openalex.org/W1602569008,0166-0462
https://openalex.org/W2064249919,0261-5177
https://openalex.org/W2099436484,1473-0952
https://openalex.org/W1504332049,1381-4338
https://openalex.org/W1567593528,0009-4978
https://openalex.org/W2149094999,1355-6177
https://openalex.org/W2029781342,0261-5177
https://openalex.org/W2095162523,1078-0874
https://openalex.org/W2133922933,0966-9582
https://openalex.org/W2741035777,1476-6825
https://openalex.org/W2034079493,0966-9582
https://openalex.org/W1973508327,1468-2702
https://openalex.org/W2127447746,0261-5177
https://openalex.org/W2057219319,0261-5177
https://openalex.org/W2157071830,0261-5177
https://openalex.org/W2056479679,0160-7383
https://openalex.org/W2077003126,0197-3975
https://openalex.org/W2063173004,0966-9582
https://openalex.org/W2006255368,0160-7383
https://openalex.org/W2160299001,0966-9582
https://openalex.org/W2142359657,1099-2340
https://openalex.org/W2096844174,0966-9582
https://openalex.org/W2153896798,0966-9582
https://openalex.org/W596664615,0009-4978
https://openalex.org/W1998910356,0160-7383
https://openalex.org/W1819936968,1813-9450
https://openalex.org/W2085385889,1479-053X
https://openalex.org/W2038680995,0264-2751
https://openalex.org/W2142994513,0047-2875
https://openalex.org/W2054340707,0264-2751
https://openalex.org/W1992250454,1352-7258
https://openalex.org/W2092933437,0271-2075
https://openalex.org/W2141014355,1868-1026
https://openalex.org/W2127172668,1067-0564
https://openalex.org/W2069171471,0264-8377
https://openalex.org/W2323839609,1598-2408
https://openalex.org/W2279762326,0041-0020
https://openalex.org/W2132829135,0129-2986
https://openalex.org/W2115025642,0305-9006
https://openalex.org/W2025610165,0034-6527
https://openalex.org/W2035554302,0304-4076
https://openalex.org/W2082720484,0013-0079
https://openalex.org/W3126092159,0094-1190
https://openalex.org/W2156661350,0305-9049
https://openalex.org/W2156148770,0022-3808
https://openalex.org/W2051012236,0895-3309
https://openalex.org/W2099965097,0895-3309
https://openalex.org/W2073244501,0036-8075
https://openalex.org/W2131196864,0014-2921
https://openalex.org/W3124880783,1468-2702
https://openalex.org/W2159299618,0257-3032
https://openalex.org/W1985285306,0020-6598
https://openalex.org/W2072852193,0022-4146
https://openalex.org/W3121623854,0094-1190
https://openalex.org/W2132250814,1813-9450
https://openalex.org/W2087969148,0304-3878
https://openalex.org/W3125854052,0013-0427
https://openalex.org/W2116981547,1813-9450
https://openalex.org/W3121678650,0014-2921
https://openalex.org/W2135130978,0169-2046
https://openalex.org/W3125828800,1352-4739
https://openalex.org/W2892041385,0094-1190
https://openalex.org/W2129115426,0303-6898
https://openalex.org/W2054093522,0042-0980
https://openalex.org/W2075692414,0030-851X
https://openalex.org/W2126791826,0258-6770
https://openalex.org/W2156800867,0939-3625
https://openalex.org/W3122332474,1813-9450
https://openalex.org/W2037568477,0733-9488
https://openalex.org/W1553058982,0009-4978
https://openalex.org/W1988054330,0928-7655
https://openalex.org/W2077876351,0013-0079
https://openalex.org/W2059110242,0013-0079
https://openalex.org/W2140493629,0271-2075
https://openalex.org/W4300112000,2755-1369
https://openalex.org/W2149916604,0271-2075
https://openalex.org/W1488880958,0007-6813
https://openalex.org/W2132773425,0033-3352
https://openalex.org/W2091775201,0363-7425
https://openalex.org/W2066953573,0954-0962
https://openalex.org/W2065901891,1053-1858
https://openalex.org/W2078057300,1053-1858
https://openalex.org/W2032841588,0033-3352
https://openalex.org/W2147469178,1053-1858
https://openalex.org/W1971163123,0275-0740
https://openalex.org/W2142181808,0033-3352
https://openalex.org/W2144555859,0047-2727
https://openalex.org/W2066066466,1556-5068
https://openalex.org/W2119093417,1053-1858
https://openalex.org/W2091248087,0275-0740
https://openalex.org/W2061006503,0001-4273
https://openalex.org/W2076728815,0033-3352
https://openalex.org/W2013103980,0033-3352
https://openalex.org/W2062789437,0275-0740
https://openalex.org/W1771984190,0009-4978
https://openalex.org/W2040915211,0002-8282
https://openalex.org/W2064148088,0033-3352
https://openalex.org/W2144362259,0734-371X
https://openalex.org/W1970181577,0734-371X
https://openalex.org/W2024019347,0090-2616
https://openalex.org/W2001514524,0001-8392
https://openalex.org/W1982192677,0033-3352
https://openalex.org/W2155095719,0021-9010
https://openalex.org/W1588237083,0009-4978
https://openalex.org/W2092668613,0031-5826
https://openalex.org/W2041025999,1352-0237
https://openalex.org/W2084274756,0734-371X
https://openalex.org/W2145534079,0091-0260
https://openalex.org/W2159363586,0010-4248
https://openalex.org/W2111159536,0033-3352
https://openalex.org/W2160248385,0033-3352
https://openalex.org/W2050167567,0008-1256
https://openalex.org/W2088296449,0276-8739
https://openalex.org/W2160033653,0033-3352
https://openalex.org/W2016915559,0019-8676
https://openalex.org/W2117168813,0090-4848
https://openalex.org/W2120465017,0734-371X
https://openalex.org/W1981684617,0021-9010
https://openalex.org/W2070621670,0734-371X
https://openalex.org/W2033988168,0008-1256
https://openalex.org/W2094059828,0010-4248
https://openalex.org/W2070972580,0010-4248
https://openalex.org/W1980153437,0010-4248
https://openalex.org/W3036674917,0276-8739
https://openalex.org/W2163741736,0096-851X
https://openalex.org/W2162614344,0031-5826
https://openalex.org/W2317130090,0022-0663
https://openalex.org/W1512922535,1044-8039
https://openalex.org/W4254878567,0026-3397
https://openalex.org/W2136730800,1053-1858
https://openalex.org/W3122113068,0022-2380
https://openalex.org/W2104799039,0742-6046
https://openalex.org/W1975594622,1053-1858
https://openalex.org/W2162023687,1053-1858
https://openalex.org/W2134283124,0033-3352
https://openalex.org/W4231472667,0363-7425
https://openalex.org/W3123960379,1078-1196
https://openalex.org/W2068029664,0899-7640
https://openalex.org/W4253918291,0022-2429
https://openalex.org/W2046676734,1053-1858
https://openalex.org/W2002533575,0033-3298
https://openalex.org/W2167050280,1096-7494
https://openalex.org/W2164407845,0091-0260
https://openalex.org/W2172432547,1096-7494
https://openalex.org/W2319060563,0033-3352
https://openalex.org/W3122302663,1053-1858
https://openalex.org/W2137142715,1096-7494
https://openalex.org/W2324563422,0033-3352
https://openalex.org/W2331387038,0033-3352
https://openalex.org/W2064727022,0001-8791
https://openalex.org/W4248506266,0066-4308
https://openalex.org/W1978455073,0899-7640
https://openalex.org/W1872531910,1471-9037
https://openalex.org/W2123201473,0095-3997
https://openalex.org/W2338275180,0734-371X
https://openalex.org/W2611102202,1096-7494
https://openalex.org/W2111141130,1471-9037
https://openalex.org/W1985616475,0033-3352
https://openalex.org/W3124723983,0033-3352
https://openalex.org/W2168575843,1471-9037
https://openalex.org/W2329553969,0033-3352
https://openalex.org/W2116522977,0927-5371
https://openalex.org/W2512394286,1044-8039
https://openalex.org/W1988393249,0013-0095
https://openalex.org/W1927338452,0302-3427
https://openalex.org/W2024156038,1468-2702
https://openalex.org/W1964382024,0048-7333
https://openalex.org/W2000720590,0034-3404
https://openalex.org/W2009341337,0034-3404
https://openalex.org/W2017699327,0885-2545
https://openalex.org/W2026249846,1740-5904
https://openalex.org/W2008968463,0962-6298
https://openalex.org/W2011057459,1028-6632
https://openalex.org/W1973042647,1366-2716
https://openalex.org/W2020087057,0308-5147
https://openalex.org/W1509686824,0026-4695
https://openalex.org/W2010434231,0309-1325
https://openalex.org/W2030752669,0308-518X
https://openalex.org/W2052248750,0276-1467
https://openalex.org/W1997915649,0954-8963
https://openalex.org/W1569479026,0009-4978
https://openalex.org/W1996725222,0016-7185
https://openalex.org/W1492445469,0194-4363
https://openalex.org/W173493170,0924-5499
https://openalex.org/W1993462488,1028-6632
https://openalex.org/W2023608106,0309-8168
https://openalex.org/W2030177239,0308-518X
https://openalex.org/W1990751710,0264-2751
https://openalex.org/W2044095755,0305-5736
https://openalex.org/W2009818353,0308-518X
https://openalex.org/W2028168983,0739-456X
https://openalex.org/W1992172127,0036-8075
https://openalex.org/W2026750937,0004-9182
https://openalex.org/W2015575459,0004-5608
https://openalex.org/W2031767950,0016-7185
https://openalex.org/W1941393776,0020-2754
https://openalex.org/W2027883520,1055-0925
https://openalex.org/W2045657615,0016-7185
https://openalex.org/W2051180716,0308-518X
https://openalex.org/W2004616438,0770-8548
https://openalex.org/W2029591252,1745-5863
https://openalex.org/W1996041518,0022-4146
https://openalex.org/W4300998844,0026-7910
https://openalex.org/W2095197847,0048-7333
https://openalex.org/W1529346709,0024-6301
https://openalex.org/W2059507040,0004-5608
https://openalex.org/W4244238918,0707-8552
https://openalex.org/W1973143294,0020-2754
https://openalex.org/W2089382140,0066-4812
https://openalex.org/W2093021300,0950-2386
https://openalex.org/W2148920855,1946-0171
https://openalex.org/W2164205551,0042-0980
https://openalex.org/W2150091061,0016-7185
https://openalex.org/W2068179741,0016-7185
https://openalex.org/W3208133954,0026-4695
https://openalex.org/W2139296833,0034-3404
https://openalex.org/W2074293790,1367-8779
https://openalex.org/W1990086493,1752-1386
https://openalex.org/W2139383231,0020-2754
https://openalex.org/W2139876383,0965-4313
https://openalex.org/W2128188986,0042-0980
https://openalex.org/W2096498199,0016-7185
https://openalex.org/W2109909571,1356-3467
https://openalex.org/W2091923731,0308-518X
https://openalex.org/W2130853898,0016-7185
https://openalex.org/W2274032729,0308-518X
https://openalex.org/W2106448248,0036-9543
https://openalex.org/W2063693775,0965-4313
https://openalex.org/W2064253707,0309-1325
https://openalex.org/W2171112629,1940-1612
https://openalex.org/W2072836604,0017-4815
https://openalex.org/W2169797036,0042-0980
https://openalex.org/W2146363165,0197-2243
https://openalex.org/W2028987350,0016-7185
https://openalex.org/W2150528358,0042-0980
https://openalex.org/W2077936400,0066-4812
https://openalex.org/W1974825705,0263-7758
https://openalex.org/W2065925076,0309-1317
https://openalex.org/W2324989502,1350-5084
https://openalex.org/W2108434325,1360-7456
https://openalex.org/W2050850322,0308-518X
https://openalex.org/W4244258126,2747-3651
https://openalex.org/W1966947125,0264-2069
https://openalex.org/W2052834924,0305-5736
https://openalex.org/W4293586167,0009-4978
https://openalex.org/W2029487046,0021-843X
https://openalex.org/W2107223217,0003-066X
https://openalex.org/W4233188495,0003-066X
https://openalex.org/W2148501506,0033-5533
https://openalex.org/W2049324641,0304-405X
https://openalex.org/W2060542710,0304-405X
https://openalex.org/W2094368311,0735-0015
https://openalex.org/W2150229941,0363-7425
https://openalex.org/W2127090968,0304-405X
https://openalex.org/W2132935253,0002-8282
https://openalex.org/W2063503639,0893-9454
https://openalex.org/W2007872900,0002-8282
https://openalex.org/W2127812814,0304-405X
https://openalex.org/W2129643610,0033-5533
https://openalex.org/W2105187400,1468-2702
https://openalex.org/W2018798419,0027-3171
https://openalex.org/W2116136866,0004-0894
https://openalex.org/W116222460,0025-1909
https://openalex.org/W2159740741,0309-1317
https://openalex.org/W2140887689,0022-1082
https://openalex.org/W1965499207,0144-6665
https://openalex.org/W2081725483,0308-5147
https://openalex.org/W2119442848,0020-2754
https://openalex.org/W2164564350,1468-2702
https://openalex.org/W2125530165,0309-1317
https://openalex.org/W2067096676,0308-518X
https://openalex.org/W2152841784,0308-518X
https://openalex.org/W1182250683,1556-5068
https://openalex.org/W1657420201,0009-4978
https://openalex.org/W2152754175,0269-2171
https://openalex.org/W2011700705,0096-851X
https://openalex.org/W2130506186,0033-2909
https://openalex.org/W2133592737,0004-0894
https://openalex.org/W2097765091,1556-5068
https://openalex.org/W2138130665,1556-5068
https://openalex.org/W2065617820,0022-3514
https://openalex.org/W3122541746,0005-5166
https://openalex.org/W2124017999,0034-3404
https://openalex.org/W2098432853,1535-6841
https://openalex.org/W1848189528,1556-5068
https://openalex.org/W2101745645,0004-0894
https://openalex.org/W1606272114,0304-405X
https://openalex.org/W1991795148,0022-3808
https://openalex.org/W2113305199,0022-1082
https://openalex.org/W2124115302,0033-5533
https://openalex.org/W4233420185,0033-5533
https://openalex.org/W1979927021,0304-405X
https://openalex.org/W3123941433,0304-405X
https://openalex.org/W3125086655,0012-9682
https://openalex.org/W2038224101,0165-4101
https://openalex.org/W3124477224,0022-1082
https://openalex.org/W3125405027,0022-1082
https://openalex.org/W2154288561,0033-5533
https://openalex.org/W3125633749,0304-405X
https://openalex.org/W2044758379,0021-8456
https://openalex.org/W2113443463,0022-1082
https://openalex.org/W3125378410,0022-1082
https://openalex.org/W3124632404,0041-9494
https://openalex.org/W3121734384,0165-4101
https://openalex.org/W2036151776,0162-1459
https://openalex.org/W2096706783,0022-1082
https://openalex.org/W3125101915,0927-5371
https://openalex.org/W4240193059,0033-5533
https://openalex.org/W3123449838,0022-3808
https://openalex.org/W3125486262,1556-5068
https://openalex.org/W4230953566,1941-1367
https://openalex.org/W1983410920,0001-4826
https://openalex.org/W3122411935,0025-1909
https://openalex.org/W2061322650,0165-4101
https://openalex.org/W2162154702,0022-1082
https://openalex.org/W2099913964,0025-1909
https://openalex.org/W3123464947,0734-306X
https://openalex.org/W2891584594,0033-5533
https://openalex.org/W3123807462,0893-9454
https://openalex.org/W3121676193,0378-4266
https://openalex.org/W3122258531,0893-9454
https://openalex.org/W3123722403,0893-9454
https://openalex.org/W3124480996,0893-9454
https://openalex.org/W2801218624,1058-3300
https://openalex.org/W1981445632,0015-198X
https://openalex.org/W3122175157,1042-9573
https://openalex.org/W2170243158,1556-5068
https://openalex.org/W3125637962,0741-6261
https://openalex.org/W2159031757,1556-5068
https://openalex.org/W2132752956,0015-198X
https://openalex.org/W2273224444,1556-5068
https://openalex.org/W4244101093,1556-5068
https://openalex.org/W2136120210,0022-1082
https://openalex.org/W2166215547,0022-1082
https://openalex.org/W3021190191,0022-3808
https://openalex.org/W2144452471,0012-9682
https://openalex.org/W4251380393,0893-9454
https://openalex.org/W2017506304,1047-7039
https://openalex.org/W3122993843,0304-405X
https://openalex.org/W3150547458,0021-8456
https://openalex.org/W3124242212,0022-1082
https://openalex.org/W1505899619,0009-4978
https://openalex.org/W3121178376,0001-4826
https://openalex.org/W3123724460,0022-1082
https://openalex.org/W3122302359,0304-405X
https://openalex.org/W3121835489,0022-1082
https://openalex.org/W4254389086,0893-9454
https://openalex.org/W1966957991,0090-2616
https://openalex.org/W3124199955,0022-1082
https://openalex.org/W1995539477,1558-9080
https://openalex.org/W3124462827,0021-8456
https://openalex.org/W2002406956,0966-0879
https://openalex.org/W3125189963,1556-5068
https://openalex.org/W3122838861,0893-9454
https://openalex.org/W1965994674,0001-4273
https://openalex.org/W3121404877,0021-9398
https://openalex.org/W3125924213,0893-9454
https://openalex.org/W3022302007,0015-198X
https://openalex.org/W2334623343,0021-8456
https://openalex.org/W2017202648,0966-0879
https://openalex.org/W3124643932,0823-9150
https://openalex.org/W4246347638,0022-1082
https://openalex.org/W3125275292,0893-9454
https://openalex.org/W4242813466,0022-1082
https://openalex.org/W1976842810,0022-3999
https://openalex.org/W2016550152,0022-2445
https://openalex.org/W2003598011,0021-8863
https://openalex.org/W4232348880,0040-1706
https://openalex.org/W1987271519,0090-2616
https://openalex.org/W2009676766,0958-5176
https://openalex.org/W1971181229,0194-472X
https://openalex.org/W2033002423,1047-840X
https://openalex.org/W2103756065,0001-8392
https://openalex.org/W4238183346,0001-4273
https://openalex.org/W2161940411,0002-953X
https://openalex.org/W3127065312,0003-1224
https://openalex.org/W2145432309,0163-4445
https://openalex.org/W2100937829,0363-7425
https://openalex.org/W2064915565,0022-2445
https://openalex.org/W2080974346,0009-3920
https://openalex.org/W2132747405,0194-472X
https://openalex.org/W2090006146,0022-2380
https://openalex.org/W2049346019,1047-7039
https://openalex.org/W2038443585,1062-726X
https://openalex.org/W2132999934,0001-8392
https://openalex.org/W2160018565,0014-7370
https://openalex.org/W2147403921,0021-8863
https://openalex.org/W2083641363,0363-7425
https://openalex.org/W2085736988,1047-7039
https://openalex.org/W4229795505,0022-2445
https://openalex.org/W2134351224,0018-7267
https://openalex.org/W4245056871,1941-6520
https://openalex.org/W2019274016,0090-2616
https://openalex.org/W2053046985,0953-4814
https://openalex.org/W4302397105,0363-7425
https://openalex.org/W2096740318,0021-8863
https://openalex.org/W2107196590,0018-7267
https://openalex.org/W2087116895,0021-8863
https://openalex.org/W2044077224,0090-9882
https://openalex.org/W2103362967,0021-8863
https://openalex.org/W2162991917,0194-472X
https://openalex.org/W2022382111,1085-9373
https://openalex.org/W2044274176,0001-8392
https://openalex.org/W2136498667,0018-7267
https://openalex.org/W2072099064,0090-2616
https://openalex.org/W2032767516,1471-5953
https://openalex.org/W2048800519,0194-472X
https://openalex.org/W2081065831,1056-4926
https://openalex.org/W2171074980,0010-4620
https://openalex.org/W2080196427,0002-8282
https://openalex.org/W2151405999,0165-1765
https://openalex.org/W2053564429,0022-3808
https://openalex.org/W2128754415,0165-1889
https://openalex.org/W3121687806,0033-5533
https://openalex.org/W1507777820,0002-8282
https://openalex.org/W2120462834,0022-3808
https://openalex.org/W2890667270,0022-3808
https://openalex.org/W2145762689,0022-2879
https://openalex.org/W2087692048,0304-3932
https://openalex.org/W2159013641,0304-3932
https://openalex.org/W1983941522,0012-9682
https://openalex.org/W1547355970,0271-5287
https://openalex.org/W2058949794,0022-3808
https://openalex.org/W2116524139,1556-5068
https://openalex.org/W3020826858,0034-6527
https://openalex.org/W1514462728,0014-9209
https://openalex.org/W2080284269,0304-3932
https://openalex.org/W2158362892,1446-9022
https://openalex.org/W3121247247,0034-6535
https://openalex.org/W1540686281,1556-5068
https://openalex.org/W2147268834,0271-5287
https://openalex.org/W1492301556,0028-4726
https://openalex.org/W2022514581,0022-2879
https://openalex.org/W1986920341,0304-3932
https://openalex.org/W3123497242,0022-2879
https://openalex.org/W2045301184,0927-7099
https://openalex.org/W1619596233,1556-5068
https://openalex.org/W2057798469,0938-2259
https://openalex.org/W2097412576,1556-5068
https://openalex.org/W1997038184,0022-0078
https://openalex.org/W2122666416,0014-9187
https://openalex.org/W1547028059,0014-9209
https://openalex.org/W2098593214,0304-3932
https://openalex.org/W3122710533,1069-7225
https://openalex.org/W3122670490,1556-5068
https://openalex.org/W2280809189,1967-7375
https://openalex.org/W1593351610,1556-5068
https://openalex.org/W2063698478,0735-0015
https://openalex.org/W1969886729,0304-4076
https://openalex.org/W2092532477,0012-9682
https://openalex.org/W1975603656,0033-5533
https://openalex.org/W2170415678,0022-1082
https://openalex.org/W1970883168,0304-4076
https://openalex.org/W2063713172,1381-4338
https://openalex.org/W3125184571,0022-0515
https://openalex.org/W3124560671,0022-3808
https://openalex.org/W2128249713,0012-9682
https://openalex.org/W2312777714,0162-1459
https://openalex.org/W2089583970,0735-0015
https://openalex.org/W1985419506,0012-9682
https://openalex.org/W2139901214,0304-4076
https://openalex.org/W2066306397,0033-3123
https://openalex.org/W2100169259,0012-9682
https://openalex.org/W1973703583,0012-9682
https://openalex.org/W1978409019,0012-9682
https://openalex.org/W2000932835,0304-4076
https://openalex.org/W1976801657,0304-4076
https://openalex.org/W1964661235,0304-405X
https://openalex.org/W2145351609,0012-9682
https://openalex.org/W2077319586,0012-9682
https://openalex.org/W2057044481,0020-6598
https://openalex.org/W2111678864,0012-9682
https://openalex.org/W2000008805,0012-9682
https://openalex.org/W2016732125,0012-9682
https://openalex.org/W2072286175,0735-0015
https://openalex.org/W2143049087,0304-4076
https://openalex.org/W1795528494,0012-9682
https://openalex.org/W1983867614,0012-9682
https://openalex.org/W2014747606,0012-9682
https://openalex.org/W2784329230,0883-7252
https://openalex.org/W2171154885,0266-4666
https://openalex.org/W2161108673,0012-9682
https://openalex.org/W2008967333,0893-9454
https://openalex.org/W1999496492,0233-1888
https://openalex.org/W1984703240,0304-4076
https://openalex.org/W2085422090,0895-562X
https://openalex.org/W2089961436,0304-4076
https://openalex.org/W2023871418,0266-4666
https://openalex.org/W3125893119,0304-3932
https://openalex.org/W3126107650,1556-5068
https://openalex.org/W1986122254,0304-4076
https://openalex.org/W2018281646,0165-1765
https://openalex.org/W1999814123,0012-9682
https://openalex.org/W2061160212,0022-1082
https://openalex.org/W1966268097,0304-405X
https://openalex.org/W4230727635,0035-9238
https://openalex.org/W2005424182,0927-5398
https://openalex.org/W1973694910,0143-9782
https://openalex.org/W1896992559,0305-9049
https://openalex.org/W3125396854,0304-405X
https://openalex.org/W1969960895,0304-4076
https://openalex.org/W2140585983,1369-7412
https://openalex.org/W2146134639,1479-8409
https://openalex.org/W1963787328,0304-405X
https://openalex.org/W3125656997,0012-9682
https://openalex.org/W2116807840,0304-4076
https://openalex.org/W2141185104,0893-9454
https://openalex.org/W2146399390,0927-5398
https://openalex.org/W2159879678,0893-9454
https://openalex.org/W2063827883,0090-5364
https://openalex.org/W2016087196,0735-0015
https://openalex.org/W2030548181,0304-405X
https://openalex.org/W4302078450,0040-1706
https://openalex.org/W2013134717,0960-1627
https://openalex.org/W2001345977,0013-0427
https://openalex.org/W4246311662,0735-0015
https://openalex.org/W2131938998,0304-4076
https://openalex.org/W3122304752,0022-1082
https://openalex.org/W2314363741,0012-9682
https://openalex.org/W1963528266,0304-3932
https://openalex.org/W2001350935,0261-5606
https://openalex.org/W2086736386,0090-5364
https://openalex.org/W2042147672,0266-4666
https://openalex.org/W2088057144,0165-1889
https://openalex.org/W3122928023,0012-9682
https://openalex.org/W2068316529,0735-0015
https://openalex.org/W1986376816,0735-0015
https://openalex.org/W1993066538,0883-7252
https://openalex.org/W3015657349,0035-9238
https://openalex.org/W2053416684,0735-0015
https://openalex.org/W2003391409,0304-4076
https://openalex.org/W2034548275,0304-4076
https://openalex.org/W2153034546,1479-8409
https://openalex.org/W3023352629,0034-6535
https://openalex.org/W188505490,1556-5068
https://openalex.org/W2032532006,0304-4076
https://openalex.org/W2142844166,0747-4938
https://openalex.org/W2118642859,0747-4938
https://openalex.org/W3121364726,0012-9682
https://openalex.org/W3121451334,0304-405X
https://openalex.org/W3122558716,0034-6535
https://openalex.org/W3125412410,0162-1459
https://openalex.org/W3121766225,0304-405X
https://openalex.org/W3121343633,0038-4038
https://openalex.org/W1988466436,0038-4038
https://openalex.org/W3123332101,0893-9454
https://openalex.org/W1539297723,0038-4038
https://openalex.org/W3124009593,0022-1082
https://openalex.org/W1994789681,0012-9682
https://openalex.org/W3121726954,1479-8409
https://openalex.org/W2025045042,0002-8282
https://openalex.org/W2156323638,0047-2727
https://openalex.org/W2027426204,0031-8108
https://openalex.org/W1979650610,0012-9682
https://openalex.org/W2037162518,0012-9682
https://openalex.org/W2033676662,0002-8282
https://openalex.org/W1485335972,1556-5068
https://openalex.org/W2126332504,0034-6527
https://openalex.org/W2325833604,0012-9682
https://openalex.org/W3126108094,1382-6662
https://openalex.org/W3174342411,1935-1704
https://openalex.org/W3125727542,0002-8282
https://openalex.org/W2055688167,0012-9682
https://openalex.org/W2054267253,0020-7276
https://openalex.org/W2146759265,0012-9682
https://openalex.org/W3125442633,1479-8409
https://openalex.org/W2109691805,1555-7561
https://openalex.org/W4243113233,0012-9682
https://openalex.org/W2158382529,0012-9682
https://openalex.org/W2169924309,0012-9682
https://openalex.org/W1600141987,0022-0531
https://openalex.org/W1992188271,0022-0531
https://openalex.org/W2100149674,0899-8256
https://openalex.org/W3122968539,0034-6527
https://openalex.org/W2081631040,0002-8282
https://openalex.org/W2753335427,0033-5533
https://openalex.org/W2077710056,0002-8282
https://openalex.org/W3122266454,1813-9450
https://openalex.org/W3121855595,0002-8282
https://openalex.org/W3023960206,0034-6527
https://openalex.org/W3124491808,0257-3032
https://openalex.org/W2021644579,0013-0133
https://openalex.org/W2924211873,1094-2025
https://openalex.org/W2159401107,0002-9092
https://openalex.org/W2054428400,0013-0133
https://openalex.org/W3023641402,0002-8282
https://openalex.org/W2035230633,0022-1996
https://openalex.org/W3122619127,0034-6535
https://openalex.org/W3123261135,0258-6770
https://openalex.org/W2146728943,0012-9682
https://openalex.org/W2160078990,0034-6535
https://openalex.org/W3125157272,0022-1996
https://openalex.org/W1999847415,0304-3878
https://openalex.org/W2134970186,0022-1821
https://openalex.org/W3124558683,0034-6535
https://openalex.org/W3123925196,0895-3309
https://openalex.org/W3121400646,0950-6764
https://openalex.org/W2153908590,1542-4766
https://openalex.org/W2139505344,1556-5068
https://openalex.org/W3121904425,0304-3878
https://openalex.org/W1982058033,0167-7187
https://openalex.org/W3122853703,0094-1190
https://openalex.org/W2082460791,0022-1996
https://openalex.org/W1979628904,1610-2878
https://openalex.org/W3123296054,0347-0520
https://openalex.org/W2137636981,0347-0520
https://openalex.org/W2890058702,1813-9450
https://openalex.org/W1834907233,0378-5920
https://openalex.org/W2025950341,0309-166X
https://openalex.org/W1575057712,0009-4978
https://openalex.org/W3122150494,1556-5068
https://openalex.org/W3125307684,0950-6764
https://openalex.org/W2068689732,1556-5068
https://openalex.org/W1529013002,1556-5068
https://openalex.org/W1966576523,1352-0237
https://openalex.org/W1977825494,0026-3397
https://openalex.org/W2019291268,0960-1627
